55.7	6	12	4	1	5.4	2.5	7.4	6
55.6	6	12	4	1	5.4	2.6	7.4	6
55.5	6	12	4	1	5.4	2.7	7.4	6
55.4	6	12	4	1	5.4	2.8	7.4	6
55.3	6	12	4	1	5.4	2.9	7.4	6
55.2	6	12	4	1	5.4	3	7.4	6
55.1	6	12	4	1	5.4	3.1	7.4	6
55	6	12	4	1	5.4	3.2	7.4	6
54.9	6	12	4	1	5.4	3.3	7.4	6
54.8	6	12	4	1	5.4	3.4	7.4	6
54.7	6	12	4	1	5.4	3.5	7.4	6
54.6	6	12	4	1	5.4	3.6	7.4	6
54.5	6	12	4	1	5.4	3.7	7.4	6
54.4	6	12	4	1	5.4	3.8	7.4	6
54.3	6	12	4	1	5.4	3.9	7.4	6
54.2	6	12	4	1	5.4	4	7.4	6
54.1	6	12	4	1	5.4	4.1	7.4	6
54	6	12	4	1	5.4	4.2	7.4	6
53.9	6	12	4	1	5.4	4.3	7.4	6
53.8	6	12	4	1	5.4	4.4	7.4	6
53.7	6	12	4	1	5.4	4.5	7.4	6
53.6	6	12	4	1	5.4	4.6	7.4	6
53.5	6	12	4	1	5.4	4.7	7.4	6
53.4	6	12	4	1	5.4	4.8	7.4	6
53.3	6	12	4	1	5.4	4.9	7.4	6
53.2	6	12	4	1	5.4	5	7.4	6
